Varste si grupe de varsta, Sexe, Medii de rezidenta, Macroregiuni  regiuni de dezvoltare si judete, Perioade, UM: Numar persoane, Valoare
0- 4 ani, Total, Rural, Valcea, Anul 2023, Numar persoane, 6541
0- 4 ani, Total, Rural, Arad, Anul 2021, Numar persoane, 9802
0- 4 ani, Total, Rural, Arad, Anul 2022, Numar persoane, 9960
0- 4 ani, Total, Rural, Arad, Anul 2023, Numar persoane, 9694
0- 4 ani, Total, Rural, Caras-Severin, Anul 2021, Numar persoane, 4900
0- 4 ani, Total, Rural, Caras-Severin, Anul 2022, Numar persoane, 4789
0- 4 ani, Total, Rural, Caras-Severin, Anul 2023, Numar persoane, 4557
0- 4 ani, Total, Rural, Hunedoara, Anul 2021, Numar persoane, 3535
0- 4 ani, Total, Rural, Hunedoara, Anul 2022, Numar persoane, 3535
0- 4 ani, Total, Rural, Hunedoara, Anul 2023, Numar persoane, 3465
0- 4 ani, Total, Rural, Timis, Anul 2021, Numar persoane, 18653
0- 4 ani, Total, Rural, Timis, Anul 2022, Numar persoane, 19646
0- 4 ani, Total, Rural, Timis, Anul 2023, Numar persoane, 19525
0- 4 ani, Masculin, Total, Bihor, Anul 2021, Numar persoane, 15673
0- 4 ani, Masculin, Total, Bihor, Anul 2022, Numar persoane, 15463
0- 4 ani, Masculin, Total, Bihor, Anul 2023, Numar persoane, 15202
0- 4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2021, Numar persoane, 8786
0- 4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2022, Numar persoane, 8623
0- 4 ani, Masculin, Total, Bistrita-Nasaud, Anul 2023, Numar persoane, 8361
0- 4 ani, Masculin, Total, Cluj, Anul 2021, Numar persoane, 18879
0- 4 ani, Masculin, Total, Cluj, Anul 2022, Numar persoane, 18632
0- 4 ani, Masculin, Total, Cluj, Anul 2023, Numar persoane, 18224
0- 4 ani, Masculin, Total, Maramures, Anul 2021, Numar persoane, 12205
0- 4 ani, Masculin, Total, Maramures, Anul 2022, Numar persoane, 11659
0- 4 ani, Masculin, Total, Maramures, Anul 2023, Numar persoane, 11256
0- 4 ani, Masculin, Total, Satu Mare, Anul 2021, Numar persoane, 9063
0- 4 ani, Masculin, Total, Satu Mare, Anul 2022, Numar persoane, 8586
0- 4 ani, Masculin, Total, Satu Mare, Anul 2023, Numar persoane, 8336
0- 4 ani, Masculin, Total, Salaj, Anul 2021, Numar persoane, 6059
0- 4 ani, Masculin, Total, Salaj, Anul 2022, Numar persoane, 5873
0- 4 ani, Masculin, Total, Salaj, Anul 2023, Numar persoane, 5798
0- 4 ani, Masculin, Total, Alba, Anul 2021, Numar persoane, 7935
0- 4 ani, Masculin, Total, Alba, Anul 2022, Numar persoane, 7671
0- 4 ani, Masculin, Total, Alba, Anul 2023, Numar persoane, 7525
0- 4 ani, Masculin, Total, Brasov, Anul 2021, Numar persoane, 16776
0- 4 ani, Masculin, Total, Brasov, Anul 2022, Numar persoane, 16244
0- 4 ani, Masculin, Total, Brasov, Anul 2023, Numar persoane, 15779
0- 4 ani, Masculin, Total, Covasna, Anul 2021, Numar persoane, 5661
0- 4 ani, Masculin, Total, Covasna, Anul 2022, Numar persoane, 5549
0- 4 ani, Masculin, Total, Covasna, Anul 2023, Numar persoane, 5423
0- 4 ani, Masculin, Total, Harghita, Anul 2021, Numar persoane, 8265
0- 4 ani, Masculin, Total, Harghita, Anul 2022, Numar persoane, 8166
0- 4 ani, Masculin, Total, Harghita, Anul 2023, Numar persoane, 7985
0- 4 ani, Masculin, Total, Mures, Anul 2021, Numar persoane, 14907
0- 4 ani, Masculin, Total, Mures, Anul 2022, Numar persoane, 14392
0- 4 ani, Masculin, Total, Mures, Anul 2023, Numar persoane, 14072
0- 4 ani, Masculin, Total, Sibiu, Anul 2021, Numar persoane, 11513
0- 4 ani, Masculin, Total, Sibiu, Anul 2022, Numar persoane, 11174
0- 4 ani, Masculin, Total, Sibiu, Anul 2023, Numar persoane, 10802
0- 4 ani, Masculin, Total, Bacau, Anul 2021, Numar persoane, 16699
0- 4 ani, Masculin, Total, Bacau, Anul 2022, Numar persoane, 15836
0- 4 ani, Masculin, Total, Bacau, Anul 2023, Numar persoane, 15442
0- 4 ani, Masculin, Total, Botosani, Anul 2021, Numar persoane, 10014
0- 4 ani, Masculin, Total, Botosani, Anul 2022, Numar persoane, 9823
0- 4 ani, Masculin, Total, Botosani, Anul 2023, Numar persoane, 9790
0- 4 ani, Masculin, Total, Iasi, Anul 2021, Numar persoane, 26667
0- 4 ani, Masculin, Total, Iasi, Anul 2022, Numar persoane, 24721
0- 4 ani, Masculin, Total, Iasi, Anul 2023, Numar persoane, 24179
0- 4 ani, Masculin, Total, Neamt, Anul 2021, Numar persoane, 11638
0- 4 ani, Masculin, Total, Neamt, Anul 2022, Numar persoane, 10901
0- 4 ani, Masculin, Total, Neamt, Anul 2023, Numar persoane, 10546
0- 4 ani, Masculin, Total, Suceava, Anul 2021, Numar persoane, 21564
0- 4 ani, Masculin, Total, Suceava, Anul 2022, Numar persoane, 20814
0- 4 ani, Masculin, Total, Suceava, Anul 2023, Numar persoane, 20488
0- 4 ani, Masculin, Total, Vaslui, Anul 2021, Numar persoane, 11753
0- 4 ani, Masculin, Total, Vaslui, Anul 2022, Numar persoane, 10358
0- 4 ani, Masculin, Total, Vaslui, Anul 2023, Numar persoane, 10142
0- 4 ani, Masculin, Total, Braila, Anul 2021, Numar persoane, 6157
0- 4 ani, Masculin, Total, Braila, Anul 2022, Numar persoane, 5850
0- 4 ani, Masculin, Total, Braila, Anul 2023, Numar persoane, 5667
0- 4 ani, Masculin, Total, Buzau, Anul 2021, Numar persoane, 9174
0- 4 ani, Masculin, Total, Buzau, Anul 2022, Numar persoane, 9020
0- 4 ani, Masculin, Total, Buzau, Anul 2023, Numar persoane, 8828
0- 4 ani, Masculin, Total, Constanta, Anul 2021, Numar persoane, 17881
0- 4 ani, Masculin, Total, Constanta, Anul 2022, Numar persoane, 17084
0- 4 ani, Masculin, Total, Constanta, Anul 2023, Numar persoane, 16449
0- 4 ani, Masculin, Total, Galati, Anul 2021, Numar persoane, 13225
0- 4 ani, Masculin, Total, Galati, Anul 2022, Numar persoane, 12283
0- 4 ani, Masculin, Total, Galati, Anul 2023, Numar persoane, 12182
0- 4 ani, Masculin, Total, Tulcea, Anul 2021, Numar persoane, 4364
0- 4 ani, Masculin, Total, Tulcea, Anul 2022, Numar persoane, 4228
0- 4 ani, Masculin, Total, Tulcea, Anul 2023, Numar persoane, 4027
0- 4 ani, Masculin, Total, Vrancea, Anul 2021, Numar persoane, 8452
0- 4 ani, Masculin, Total, Vrancea, Anul 2022, Numar persoane, 8293
0- 4 ani, Masculin, Total, Vrancea, Anul 2023, Numar persoane, 8012
0- 4 ani, Masculin, Total, Arges, Anul 2021, Numar persoane, 13647
0- 4 ani, Masculin, Total, Arges, Anul 2022, Numar persoane, 13137
0- 4 ani, Masculin, Total, Arges, Anul 2023, Numar persoane, 12556
0- 4 ani, Masculin, Total, Calarasi, Anul 2021, Numar persoane, 7342
0- 4 ani, Masculin, Total, Calarasi, Anul 2022, Numar persoane, 7286
0- 4 ani, Masculin, Total, Calarasi, Anul 2023, Numar persoane, 7041
0- 4 ani, Masculin, Total, Dambovita, Anul 2021, Numar persoane, 11662
0- 4 ani, Masculin, Total, Dambovita, Anul 2022, Numar persoane, 11876
0- 4 ani, Masculin, Total, Dambovita, Anul 2023, Numar persoane, 11355
0- 4 ani, Masculin, Total, Giurgiu, Anul 2021, Numar persoane, 6267
0- 4 ani, Masculin, Total, Giurgiu, Anul 2022, Numar persoane, 6376
0- 4 ani, Masculin, Total, Giurgiu, Anul 2023, Numar persoane, 6107
0- 4 ani, Masculin, Total, Ialomita, Anul 2021, Numar persoane, 7124
0- 4 ani, Masculin, Total, Ialomita, Anul 2022, Numar persoane, 6942
0- 4 ani, Masculin, Total, Ialomita, Anul 2023, Numar persoane, 6910
0- 4 ani, Masculin, Total, Prahova, Anul 2021, Numar persoane, 15981
0- 4 ani, Masculin, Total, Prahova, Anul 2022, Numar persoane, 15384
0- 4 ani, Masculin, Total, Prahova, Anul 2023, Numar persoane, 14730
0- 4 ani, Masculin, Total, Teleorman, Anul 2021, Numar persoane, 6801
0- 4 ani, Masculin, Total, Teleorman, Anul 2022, Numar persoane, 6529
0- 4 ani, Masculin, Total, Teleorman, Anul 2023, Numar persoane, 6325
0- 4 ani, Masculin, Total, Ilfov, Anul 2021, Numar persoane, 15649
0- 4 ani, Masculin, Total, Ilfov, Anul 2022, Numar persoane, 17297
0- 4 ani, Masculin, Total, Ilfov, Anul 2023, Numar persoane, 16597
0- 4 ani, Masculin, Total, Municipiul Bucuresti, Anul 2021, Numar persoane, 52459
0- 4 ani, Masculin, Total, Municipiul Bucuresti, Anul 2022, Numar persoane, 45664
0- 4 ani, Masculin, Total, Municipiul Bucuresti, Anul 2023, Numar persoane, 45452
0- 4 ani, Masculin, Total, Dolj, Anul 2021, Numar persoane, 15954
0- 4 ani, Masculin, Total, Dolj, Anul 2022, Numar persoane, 15353
0- 4 ani, Masculin, Total, Dolj, Anul 2023, Numar persoane, 14992
0- 4 ani, Masculin, Total, Gorj, Anul 2021, Numar persoane, 6580
0- 4 ani, Masculin, Total, Gorj, Anul 2022, Numar persoane, 6686
0- 4 ani, Masculin, Total, Gorj, Anul 2023, Numar persoane, 6325
0- 4 ani, Masculin, Total, Mehedinti, Anul 2021, Numar persoane, 4866
0- 4 ani, Masculin, Total, Mehedinti, Anul 2022, Numar persoane, 4974
0- 4 ani, Masculin, Total, Mehedinti, Anul 2023, Numar persoane, 4557
0- 4 ani, Masculin, Total, Olt, Anul 2021, Numar persoane, 8281
0- 4 ani, Masculin, Total, Olt, Anul 2022, Numar persoane, 8040
0- 4 ani, Masculin, Total, Olt, Anul 2023, Numar persoane, 7807
0- 4 ani, Masculin, Total, Valcea, Anul 2021, Numar persoane, 7329
0- 4 ani, Masculin, Total, Valcea, Anul 2022, Numar persoane, 7307
0- 4 ani, Masculin, Total, Valcea, Anul 2023, Numar persoane, 6868
0- 4 ani, Masculin, Total, Arad, Anul 2021, Numar persoane, 10940
0- 4 ani, Masculin, Total, Arad, Anul 2022, Numar persoane, 10713
0- 4 ani, Masculin, Total, Arad, Anul 2023, Numar persoane, 10389
0- 4 ani, Masculin, Total, Caras-Severin, Anul 2021, Numar persoane, 5812
0- 4 ani, Masculin, Total, Caras-Severin, Anul 2022, Numar persoane, 5371
0- 4 ani, Masculin, Total, Caras-Severin, Anul 2023, Numar persoane, 5170
0- 4 ani, Masculin, Total, Hunedoara, Anul 2021, Numar persoane, 8230
0- 4 ani, Masculin, Total, Hunedoara, Anul 2022, Numar persoane, 7379
0- 4 ani, Masculin, Total, Hunedoara, Anul 2023, Numar persoane, 7203
0- 4 ani, Masculin, Total, Timis, Anul 2021, Numar persoane, 19146
0- 4 ani, Masculin, Total, Timis, Anul 2022, Numar persoane, 18494
0- 4 ani, Masculin, Total, Timis, Anul 2023, Numar persoane, 18154
0- 4 ani, Masculin, Urban, Bihor, Anul 2021, Numar persoane, 6965
0- 4 ani, Masculin, Urban, Bihor, Anul 2022, Numar persoane, 6597
0- 4 ani, Masculin, Urban, Bihor, Anul 2023, Numar persoane, 6417
0- 4 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2021, Numar persoane, 3539
0- 4 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2022, Numar persoane, 3453
0- 4 ani, Masculin, Urban, Bistrita-Nasaud, Anul 2023, Numar persoane, 3359
0- 4 ani, Masculin, Urban, Cluj, Anul 2021, Numar persoane, 11400
0- 4 ani, Masculin, Urban, Cluj, Anul 2022, Numar persoane, 10613
0- 4 ani, Masculin, Urban, Cluj, Anul 2023, Numar persoane, 10402
0- 4 ani, Masculin, Urban, Maramures, Anul 2021, Numar persoane, 6970
0- 4 ani, Masculin, Urban, Maramures, Anul 2022, Numar persoane, 6482
0- 4 ani, Masculin, Urban, Maramures, Anul 2023, Numar persoane, 6229
0- 4 ani, Masculin, Urban, Satu Mare, Anul 2021, Numar persoane, 3684
0- 4 ani, Masculin, Urban, Satu Mare, Anul 2022, Numar persoane, 3342
0- 4 ani, Masculin, Urban, Satu Mare, Anul 2023, Numar persoane, 3220
0- 4 ani, Masculin, Urban, Salaj, Anul 2021, Numar persoane, 2476
0- 4 ani, Masculin, Urban, Salaj, Anul 2022, Numar persoane, 2364
0- 4 ani, Masculin, Urban, Salaj, Anul 2023, Numar persoane, 2311
0- 4 ani, Masculin, Urban, Alba, Anul 2021, Numar persoane, 4734
0- 4 ani, Masculin, Urban, Alba, Anul 2022, Numar persoane, 4514
0- 4 ani, Masculin, Urban, Alba, Anul 2023, Numar persoane, 4442
0- 4 ani, Masculin, Urban, Brasov, Anul 2021, Numar persoane, 10473
0- 4 ani, Masculin, Urban, Brasov, Anul 2022, Numar persoane, 9823
0- 4 ani, Masculin, Urban, Brasov, Anul 2023, Numar persoane, 9444
0- 4 ani, Masculin, Urban, Covasna, Anul 2021, Numar persoane, 2369
0- 4 ani, Masculin, Urban, Covasna, Anul 2022, Numar persoane, 2203
0- 4 ani, Masculin, Urban, Covasna, Anul 2023, Numar persoane, 2108
0- 4 ani, Masculin, Urban, Harghita, Anul 2021, Numar persoane, 3160
0- 4 ani, Masculin, Urban, Harghita, Anul 2022, Numar persoane, 2993
0- 4 ani, Masculin, Urban, Harghita, Anul 2023, Numar persoane, 2943
0- 4 ani, Masculin, Urban, Mures, Anul 2021, Numar persoane, 6600
0- 4 ani, Masculin, Urban, Mures, Anul 2022, Numar persoane, 6021
0- 4 ani, Masculin, Urban, Mures, Anul 2023, Numar persoane, 5877
0- 4 ani, Masculin, Urban, Sibiu, Anul 2021, Numar persoane, 6731
0- 4 ani, Masculin, Urban, Sibiu, Anul 2022, Numar persoane, 6346
0- 4 ani, Masculin, Urban, Sibiu, Anul 2023, Numar persoane, 6147
0- 4 ani, Masculin, Urban, Bacau, Anul 2021, Numar persoane, 7396
0- 4 ani, Masculin, Urban, Bacau, Anul 2022, Numar persoane, 6670
0- 4 ani, Masculin, Urban, Bacau, Anul 2023, Numar persoane, 6470
0- 4 ani, Masculin, Urban, Botosani, Anul 2021, Numar persoane, 4028
0- 4 ani, Masculin, Urban, Botosani, Anul 2022, Numar persoane, 3746
0- 4 ani, Masculin, Urban, Botosani, Anul 2023, Numar persoane, 3599
0- 4 ani, Masculin, Urban, Iasi, Anul 2021, Numar persoane, 12611
0- 4 ani, Masculin, Urban, Iasi, Anul 2022, Numar persoane, 10776
0- 4 ani, Masculin, Urban, Iasi, Anul 2023, Numar persoane, 10237
0- 4 ani, Masculin, Urban, Neamt, Anul 2021, Numar persoane, 4278
0- 4 ani, Masculin, Urban, Neamt, Anul 2022, Numar persoane, 3852
0- 4 ani, Masculin, Urban, Neamt, Anul 2023, Numar persoane, 3722
0- 4 ani, Masculin, Urban, Suceava, Anul 2021, Numar persoane, 8565
0- 4 ani, Masculin, Urban, Suceava, Anul 2022, Numar persoane, 7604
0- 4 ani, Masculin, Urban, Suceava, Anul 2023, Numar persoane, 7518
0- 4 ani, Masculin, Urban, Vaslui, Anul 2021, Numar persoane, 5955
0- 4 ani, Masculin, Urban, Vaslui, Anul 2022, Numar persoane, 4876
0- 4 ani, Masculin, Urban, Vaslui, Anul 2023, Numar persoane, 4714
0- 4 ani, Masculin, Urban, Braila, Anul 2021, Numar persoane, 3602
0- 4 ani, Masculin, Urban, Braila, Anul 2022, Numar persoane, 3341
0- 4 ani, Masculin, Urban, Braila, Anul 2023, Numar persoane, 3208
0- 4 ani, Masculin, Urban, Buzau, Anul 2021, Numar persoane, 3625
0- 4 ani, Masculin, Urban, Buzau, Anul 2022, Numar persoane, 3401
0- 4 ani, Masculin, Urban, Buzau, Anul 2023, Numar persoane, 3252
0- 4 ani, Masculin, Urban, Constanta, Anul 2021, Numar persoane, 11461
0- 4 ani, Masculin, Urban, Constanta, Anul 2022, Numar persoane, 10663
0- 4 ani, Masculin, Urban, Constanta, Anul 2023, Numar persoane, 10138
0- 4 ani, Masculin, Urban, Galati, Anul 2021, Numar persoane, 7069
0- 4 ani, Masculin, Urban, Galati, Anul 2022, Numar persoane, 6201
0- 4 ani, Masculin, Urban, Galati, Anul 2023, Numar persoane, 6272
0- 4 ani, Masculin, Urban, Tulcea, Anul 2021, Numar persoane, 2198
0- 4 ani, Masculin, Urban, Tulcea, Anul 2022, Numar persoane, 2072
0- 4 ani, Masculin, Urban, Tulcea, Anul 2023, Numar persoane, 1963
0- 4 ani, Masculin, Urban, Vrancea, Anul 2021, Numar persoane, 2794
0- 4 ani, Masculin, Urban, Vrancea, Anul 2022, Numar persoane, 2628
0- 4 ani, Masculin, Urban, Vrancea, Anul 2023, Numar persoane, 2532
0- 4 ani, Masculin, Urban, Arges, Anul 2021, Numar persoane, 6383
0- 4 ani, Masculin, Urban, Arges, Anul 2022, Numar persoane, 5959
0- 4 ani, Masculin, Urban, Arges, Anul 2023, Numar persoane, 5633
0- 4 ani, Masculin, Urban, Calarasi, Anul 2021, Numar persoane, 2672
0- 4 ani, Masculin, Urban, Calarasi, Anul 2022, Numar persoane, 2532
0- 4 ani, Masculin, Urban, Calarasi, Anul 2023, Numar persoane, 2436
0- 4 ani, Masculin, Urban, Dambovita, Anul 2021, Numar persoane, 3132
0- 4 ani, Masculin, Urban, Dambovita, Anul 2022, Numar persoane, 3030
0- 4 ani, Masculin, Urban, Dambovita, Anul 2023, Numar persoane, 2888
0- 4 ani, Masculin, Urban, Giurgiu, Anul 2021, Numar persoane, 1842
0- 4 ani, Masculin, Urban, Giurgiu, Anul 2022, Numar persoane, 1831
0- 4 ani, Masculin, Urban, Giurgiu, Anul 2023, Numar persoane, 1737
0- 4 ani, Masculin, Urban, Ialomita, Anul 2021, Numar persoane, 3352
0- 4 ani, Masculin, Urban, Ialomita, Anul 2022, Numar persoane, 3153
0- 4 ani, Masculin, Urban, Ialomita, Anul 2023, Numar persoane, 3149
0- 4 ani, Masculin, Urban, Prahova, Anul 2021, Numar persoane, 7484
0- 4 ani, Masculin, Urban, Prahova, Anul 2022, Numar persoane, 6939
0- 4 ani, Masculin, Urban, Prahova, Anul 2023, Numar persoane, 6571
0- 4 ani, Masculin, Urban, Teleorman, Anul 2021, Numar persoane, 2453
0- 4 ani, Masculin, Urban, Teleorman, Anul 2022, Numar persoane, 2220
0- 4 ani, Masculin, Urban, Teleorman, Anul 2023, Numar persoane, 2146
0- 4 ani, Masculin, Urban, Ilfov, Anul 2021, Numar persoane, 7408
0- 4 ani, Masculin, Urban, Ilfov, Anul 2022, Numar persoane, 8206
0- 4 ani, Masculin, Urban, Ilfov, Anul 2023, Numar persoane, 7766
0- 4 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2021, Numar persoane, 52459
0- 4 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2022, Numar persoane, 45664
0- 4 ani, Masculin, Urban, Municipiul Bucuresti, Anul 2023, Numar persoane, 45452
0- 4 ani, Masculin, Urban, Dolj, Anul 2021, Numar persoane, 8236
0- 4 ani, Masculin, Urban, Dolj, Anul 2022, Numar persoane, 7643
0- 4 ani, Masculin, Urban, Dolj, Anul 2023, Numar persoane, 7398
0- 4 ani, Masculin, Urban, Gorj, Anul 2021, Numar persoane, 3209
0- 4 ani, Masculin, Urban, Gorj, Anul 2022, Numar persoane, 3136
0- 4 ani, Masculin, Urban, Gorj, Anul 2023, Numar persoane, 2979
0- 4 ani, Masculin, Urban, Mehedinti, Anul 2021, Numar persoane, 2298
0- 4 ani, Masculin, Urban, Mehedinti, Anul 2022, Numar persoane, 2236
0- 4 ani, Masculin, Urban, Mehedinti, Anul 2023, Numar persoane, 2040
0- 4 ani, Masculin, Urban, Olt, Anul 2021, Numar persoane, 3963
0- 4 ani, Masculin, Urban, Olt, Anul 2022, Numar persoane, 3711
0- 4 ani, Masculin, Urban, Olt, Anul 2023, Numar persoane, 3593
0- 4 ani, Masculin, Urban, Valcea, Anul 2021, Numar persoane, 3822
0- 4 ani, Masculin, Urban, Valcea, Anul 2022, Numar persoane, 3667
0- 4 ani, Masculin, Urban, Valcea, Anul 2023, Numar persoane, 3478
0- 4 ani, Masculin, Urban, Arad, Anul 2021, Numar persoane, 5824
0- 4 ani, Masculin, Urban, Arad, Anul 2022, Numar persoane, 5503
0- 4 ani, Masculin, Urban, Arad, Anul 2023, Numar persoane, 5353
0- 4 ani, Masculin, Urban, Caras-Severin, Anul 2021, Numar persoane, 3272
0- 4 ani, Masculin, Urban, Caras-Severin, Anul 2022, Numar persoane, 2887
0- 4 ani, Masculin, Urban, Caras-Severin, Anul 2023, Numar persoane, 2794
0- 4 ani, Masculin, Urban, Hunedoara, Anul 2021, Numar persoane, 6403
0- 4 ani, Masculin, Urban, Hunedoara, Anul 2022, Numar persoane, 5567
0- 4 ani, Masculin, Urban, Hunedoara, Anul 2023, Numar persoane, 5422
0- 4 ani, Masculin, Urban, Timis, Anul 2021, Numar persoane, 9583
0- 4 ani, Masculin, Urban, Timis, Anul 2022, Numar persoane, 8395
0- 4 ani, Masculin, Urban, Timis, Anul 2023, Numar persoane, 8047
0- 4 ani, Masculin, Rural, Bihor, Anul 2021, Numar persoane, 8708
0- 4 ani, Masculin, Rural, Bihor, Anul 2022, Numar persoane, 8866
0- 4 ani, Masculin, Rural, Bihor, Anul 2023, Numar persoane, 8785
0- 4 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2021, Numar persoane, 5247
0- 4 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2022, Numar persoane, 5170
0- 4 ani, Masculin, Rural, Bistrita-Nasaud, Anul 2023, Numar persoane, 5002
0- 4 ani, Masculin, Rural, Cluj, Anul 2021, Numar persoane, 7479
0- 4 ani, Masculin, Rural, Cluj, Anul 2022, Numar persoane, 8019
0- 4 ani, Masculin, Rural, Cluj, Anul 2023, Numar persoane, 7822
0- 4 ani, Masculin, Rural, Maramures, Anul 2021, Numar persoane, 5235
0- 4 ani, Masculin, Rural, Maramures, Anul 2022, Numar persoane, 5177
0- 4 ani, Masculin, Rural, Maramures, Anul 2023, Numar persoane, 5027
0- 4 ani, Masculin, Rural, Satu Mare, Anul 2021, Numar persoane, 5379
0- 4 ani, Masculin, Rural, Satu Mare, Anul 2022, Numar persoane, 5244
0- 4 ani, Masculin, Rural, Satu Mare, Anul 2023, Numar persoane, 5116
0- 4 ani, Masculin, Rural, Salaj, Anul 2021, Numar persoane, 3583
0- 4 ani, Masculin, Rural, Salaj, Anul 2022, Numar persoane, 3509
0- 4 ani, Masculin, Rural, Salaj, Anul 2023, Numar persoane, 3487
0- 4 ani, Masculin, Rural, Alba, Anul 2021, Numar persoane, 3201
0- 4 ani, Masculin, Rural, Alba, Anul 2022, Numar persoane, 3157
0- 4 ani, Masculin, Rural, Alba, Anul 2023, Numar persoane, 3083
0- 4 ani, Masculin, Rural, Brasov, Anul 2021, Numar persoane, 6303
0- 4 ani, Masculin, Rural, Brasov, Anul 2022, Numar persoane, 6421
0- 4 ani, Masculin, Rural, Brasov, Anul 2023, Numar persoane, 6335
0- 4 ani, Masculin, Rural, Covasna, Anul 2021, Numar persoane, 3292
0- 4 ani, Masculin, Rural, Covasna, Anul 2022, Numar persoane, 3346
0- 4 ani, Masculin, Rural, Covasna, Anul 2023, Numar persoane, 3315
0- 4 ani, Masculin, Rural, Harghita, Anul 2021, Numar persoane, 5105
0- 4 ani, Masculin, Rural, Harghita, Anul 2022, Numar persoane, 5173
0- 4 ani, Masculin, Rural, Harghita, Anul 2023, Numar persoane, 5042
0- 4 ani, Masculin, Rural, Mures, Anul 2021, Numar persoane, 8307
0- 4 ani, Masculin, Rural, Mures, Anul 2022, Numar persoane, 8371
0- 4 ani, Masculin, Rural, Mures, Anul 2023, Numar persoane, 8195
0- 4 ani, Masculin, Rural, Sibiu, Anul 2021, Numar persoane, 4782
0- 4 ani, Masculin, Rural, Sibiu, Anul 2022, Numar persoane, 4828
0- 4 ani, Masculin, Rural, Sibiu, Anul 2023, Numar persoane, 4655
0- 4 ani, Masculin, Rural, Bacau, Anul 2021, Numar persoane, 9303
0- 4 ani, Masculin, Rural, Bacau, Anul 2022, Numar persoane, 9166
0- 4 ani, Masculin, Rural, Bacau, Anul 2023, Numar persoane, 8972
0- 4 ani, Masculin, Rural, Botosani, Anul 2021, Numar persoane, 5986
0- 4 ani, Masculin, Rural, Botosani, Anul 2022, Numar persoane, 6077
0- 4 ani, Masculin, Rural, Botosani, Anul 2023, Numar persoane, 6191
0- 4 ani, Masculin, Rural, Iasi, Anul 2021, Numar persoane, 14056
0- 4 ani, Masculin, Rural, Iasi, Anul 2022, Numar persoane, 13945
0- 4 ani, Masculin, Rural, Iasi, Anul 2023, Numar persoane, 13942
0- 4 ani, Masculin, Rural, Neamt, Anul 2021, Numar persoane, 7360
0- 4 ani, Masculin, Rural, Neamt, Anul 2022, Numar persoane, 7049
